芦屋	アシヤ	アシヤ	アシヤ	名詞	固有名詞	地名	一般	*	*	2	-8	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	7	O	O
今	イマ	イマ	今	名詞	普通名詞	副詞可能	*	*	*	2	8	O	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	2	9	O	O
盛ん	サカン	サカン	盛ん	形状詞	一般	*	*	*	*	2	10	O	O
や	ヤ	ヤ	や	助動詞	*	*	*	助動詞-ヤ	終止形-一般	2	11	O	O
し	シ	シ	し	助詞	接続助詞	*	*	*	*	2	12	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	13	O	O
胸	ムネ	ムネ	胸	名詞	普通名詞	一般	*	*	*	2	14	O	O
張れる	ハレル	ハル	張る	動詞	一般	*	*	下一段-ラ行	連体形-一般	2	15	O	O
もん	モン	モノ	物	名詞	普通名詞	一般	*	*	*	2	16	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	17	O	O
多い	オーイ	オオイ	多い	形容詞	一般	*	*	形容詞	終止形-一般	2	18	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	19	O	O

今回	コンカイ	コンカイ	今回	名詞	普通名詞	副詞可能	*	*	*	4	-36	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	4	-35	O	O
甲府	コーフ	コウフ	コウフ	名詞	固有名詞	地名	一般	*	*	4	-34	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	4	-33	O	O
隠し金	カクシガネ	カクシガネ	隠し金	名詞	普通名詞	一般	*	*	*	4	-32	O	O
山	ヤマ	ヤマ	山	名詞	普通名詞	一般	*	*	*	4	-31	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	4	-30	O	O
めぐり	メグリ	メグル	巡る	動詞	一般	*	*	五段-ラ行	連用形-一般	4	-29	O	O
悪	アク	アク	悪	名詞	普通名詞	一般	*	*	*	4	-28	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	4	-27	O	O
退治	タイジ	タイジ	退治	名詞	普通名詞	サ変可能	*	*	*	4	-26	O	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	連体形-一般	4	-25	O	O
話	ハナシ	ハナシ	話	名詞	普通名詞	サ変可能	*	*	*	4	-24	O	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	4	-23	O	O
、	*	*	、	補助記号	読点	*	*	*	*	4	-22	O	O
松方	マツカタ	マツカタ	マツカタ	名詞	固有名詞	人名	姓	*	*	4	-21	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	4	-20	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	4	-19	O	O
こんな	コンナ	コンナ	こんな	連体詞	*	*	*	*	*	4	-18	O	O
光栄	コーエー	コウエイ	光栄	名詞	普通名詞	形状詞可能	*	*	*	4	-17	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	4	-16	O	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	4	-15	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	4	-14	O	O
ない	ナイ	ナイ	無い	形容詞	非自立可能	*	*	形容詞	終止形-一般	4	-13	O	O
が	ガ	ガ	が	助詞	接続助詞	*	*	*	*	4	-12	O	O
、	*	*	、	補助記号	読点	*	*	*	*	4	-11	O	O
オレ	オレ	オレ	俺	代名詞	*	*	*	*	*	4	-10	O	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	4	-9	O	O
オヤジ	オヤジ	オヤジ	親父	名詞	普通名詞	一般	*	*	*	4	-8	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	4	-7	O	O
役	ヤク	ヤク	役	名詞	普通名詞	一般	*	*	*	4	-6	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	4	-5	O	O
やる	ヤル	ヤル	遣る	動詞	非自立可能	*	*	五段-ラ行	連体形-一般	4	-4	O	O
よう	ヨー	ヨウ	様	形状詞	助動詞語幹	*	*	*	*	4	-3	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	4	-2	O	O
なっ	ナッ	ナル	成る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	4	-1	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	4	0	O	O
か	カ	カ	か	助詞	終助詞	*	*	*	*	4	1	B-C	B-F
と	ト	ト	と	助詞	格助詞	*	*	*	*	4	2	I-C	I-F
思う	オモウ	オモウ	思う	動詞	一般	*	*	五段-ワア行	終止形-一般	4	3	I-C	I-F
と	ト	ト	と	助詞	接続助詞	*	*	*	*	4	4	I-C	I-F
…	*	*	…	補助記号	一般	*	*	*	*	4	5	O	O
…	*	*	…	補助記号	一般	*	*	*	*	4	6	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	4	7	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	4	8	O	O
感慨	カンガイ	カンガイ	感慨	名詞	普通名詞	一般	*	*	*	4	9	O	O
深	フカ	フカイ	深い	形容詞	一般	*	*	形容詞	語幹-一般	4	10	O	O
げ	ゲ	ゲ	気	接尾辞	形状詞的	*	*	*	*	4	11	O	O
。	*	*	。	補助記号	句点	*	*	*	*	4	12	O	O

しかし	シカシ	シカシ	然し	接続詞	*	*	*	*	*	1	-7	O	O
、	*	*	、	補助記号	読点	*	*	*	*	1	-6	O	O
本阿弥	ホンアミ	ホンアミ	ホンアミ	名詞	固有名詞	人名	姓	*	*	1	-5	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	1	-4	O	O
訴訟	ソショー	ソショウ	訴訟	名詞	普通名詞	サ変可能	*	*	*	1	-3	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	1	-2	O	O
敗れ	ヤブレ	ヤブレル	敗れる	動詞	一般	*	*	下一段-ラ行	連用形-一般	1	-1	O	O
、	*	*	、	補助記号	読点	*	*	*	*	1	0	O	O
折から	オリカラ	オリカラ	折柄	名詞	普通名詞	一般	*	*	*	1	1	B-C	B-C
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	1	2	O	O
延宝	エンポー	エンポウ	延宝	名詞	固有名詞	一般	*	*	*	1	3	O	O
検地	ケンチ	ケンチ	検地	名詞	普通名詞	サ変可能	*	*	*	1	4	O	O
（	*	*	（	補助記号	括弧開	*	*	*	*	1	5	O	O
一	イチ	イチ	一	名詞	数詞	*	*	*	*	1	6	O	O
六	ロク	ロク	六	名詞	数詞	*	*	*	*	1	7	O	O
七	ナナ	ナナ	七	名詞	数詞	*	*	*	*	1	8	O	O
九	キュー	キュウ	九	名詞	数詞	*	*	*	*	1	9	O	O
年	ネン	ネン	年	名詞	普通名詞	助数詞可能	*	*	*	1	10	O	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	1	11	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	1	12	O	O
機	キ	キ	機	名詞	普通名詞	助数詞可能	*	*	*	1	13	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	1	14	O	O
鷹	タカ	タカ	鷹	名詞	普通名詞	一般	*	*	*	1	15	O	O
峰	ミネ	ミネ	峰	名詞	普通名詞	一般	*	*	*	1	16	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	1	17	O	O
返上	ヘンジョー	ヘンジョウ	返上	名詞	普通名詞	サ変可能	*	*	*	1	18	O	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	終止形-一般	1	19	O	O
。	*	*	。	補助記号	句点	*	*	*	*	1	20	O	O

自動	ジドー	ジドウ	自動	名詞	普通名詞	一般	*	*	*	2	-21	O	O
車	シャ	シャ	車	接尾辞	名詞的	一般	*	*	*	2	-20	O	O
産業	サンギョー	サンギョウ	産業	名詞	普通名詞	一般	*	*	*	2	-19	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	-18	O	O
日米	ニチベー	ニチベイ	日米	名詞	普通名詞	一般	*	*	*	2	-17	O	O
双方	ソーホー	ソウホウ	双方	名詞	普通名詞	副詞可能	*	*	*	2	-16	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	-15	O	O
とっ	トッ	トル	取る	動詞	一般	*	*	五段-ラ行	連用形-促音便	2	-14	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	-13	O	O
基幹	キカン	キカン	基幹	名詞	普通名詞	一般	*	*	*	2	-12	O	O
産業	サンギョー	サンギョウ	産業	名詞	普通名詞	一般	*	*	*	2	-11	O	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	2	-10	O	O
ある	アル	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連体形-一般	2	-9	O	O
ため	タメ	タメ	為	名詞	普通名詞	副詞可能	*	*	*	2	-8	O	O
比較	ヒカク	ヒカク	比較	名詞	普通名詞	サ変可能	*	*	*	2	-7	O	O
的	テキ	テキ	的	接尾辞	形状詞的	*	*	*	*	2	-6	O	O
摩擦	マサツ	マサツ	摩擦	名詞	普通名詞	サ変可能	*	*	*	2	-5	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-4	O	O
少ない	スクナイ	スクナイ	少ない	形容詞	一般	*	*	形容詞	連体形-一般	2	-3	O	O
電機	デンキ	デンキ	電機	名詞	普通名詞	一般	*	*	*	2	-2	O	O
業	ギョー	ギョウ	業	接尾辞	名詞的	一般	*	*	*	2	-1	O	O
界	カイ	カイ	界	接尾辞	名詞的	一般	*	*	*	2	0	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	1	B-F	B-F
比べ	クラベ	クラベル	比べる	動詞	一般	*	*	下一段-バ行	連用形-一般	2	2	I-F	I-F
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
対立	タイリツ	タイリツ	対立	名詞	普通名詞	サ変可能	*	*	*	2	4	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	5	O	O
深刻	シンコク	シンコク	深刻	形状詞	一般	*	*	*	*	2	6	O	O
化	カ	カ	化	接尾辞	名詞的	サ変可能	*	*	*	2	7	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	8	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	9	O	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	終止形-一般	2	10	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	11	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	12	O	O
認識	ニンシキ	ニンシキ	認識	名詞	普通名詞	サ変可能	*	*	*	2	13	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	14	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	15	O	O
「	*	*	「	補助記号	括弧開	*	*	*	*	2	16	O	O
どこ	ドコ	ドコ	何処	代名詞	*	*	*	*	*	2	17	O	O
か	カ	カ	か	助詞	副助詞	*	*	*	*	2	18	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	19	O	O
公平	コーヘー	コウヘイ	公平	名詞	普通名詞	形状詞可能	*	*	*	2	20	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	2	21	O	O
ジャッジ	ジャッジ	ジャッジ	ジャッジ-judge	名詞	普通名詞	サ変可能	*	*	*	2	22	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	23	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	24	O	O
もらう	モラウ	モラウ	貰う	動詞	非自立可能	*	*	五段-ワア行	連体形-一般	2	25	O	O
必要	ヒツヨー	ヒツヨウ	必要	名詞	普通名詞	形状詞可能	*	*	*	2	26	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	27	O	O
出	デ	デル	出る	動詞	一般	*	*	下一段-ダ行	連用形-一般	2	28	O	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	2	29	O	O
き	キ	クル	来る	動詞	非自立可能	*	*	カ行変格	連用形-一般	2	30	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	2	31	O	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	2	32	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	33	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	34	O	O
世界	セカイ	セカイ	世界	名詞	普通名詞	一般	*	*	*	2	35	O	O
貿易	ボーエキ	ボウエキ	貿易	名詞	普通名詞	サ変可能	*	*	*	2	36	O	O
機関	キカン	キカン	機関	名詞	普通名詞	一般	*	*	*	2	37	O	O
（	*	*	（	補助記号	括弧開	*	*	*	*	2	38	O	O
ＷＴＯ	ダブリューティーオー	ダブリューティーオー	ＷＴＯ	名詞	固有名詞	一般	*	*	*	2	39	O	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	2	40	O	O
へ	エ	ヘ	へ	助詞	格助詞	*	*	*	*	2	41	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	42	O	O
提訴	テーソ	テイソ	提訴	名詞	普通名詞	サ変可能	*	*	*	2	43	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	44	O	O
支持	シジ	シジ	支持	名詞	普通名詞	サ変可能	*	*	*	2	45	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	46	O	O

（	*	*	（	補助記号	括弧開	*	*	*	*	2	-39	O	O
わが	ワガ	ワガ	我が	連体詞	*	*	*	*	*	2	-38	O	O
国	クニ	クニ	国	名詞	普通名詞	一般	*	*	*	2	-37	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	-36	O	O
貴国	キコク	キコク	貴国	名詞	普通名詞	一般	*	*	*	2	-35	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	2	-34	O	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	2	-33	O	O
十	ジュー	ジュウ	十	名詞	数詞	*	*	*	*	2	-32	O	O
九	キュー	キュウ	九	名詞	数詞	*	*	*	*	2	-31	O	O
世紀	セーキ	セイキ	世紀	名詞	普通名詞	一般	*	*	*	2	-30	O	O
後半	コーハン	コウハン	後半	名詞	普通名詞	副詞可能	*	*	*	2	-29	O	O
から	カラ	カラ	から	助詞	格助詞	*	*	*	*	2	-28	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-27	O	O
急速	キューソク	キュウソク	急速	形状詞	一般	*	*	*	*	2	-26	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	2	-25	O	O
生じ	ショージ	ショウズル	生ずる	動詞	一般	*	*	サ行変格	連用形-一般	2	-24	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	2	-23	O	O
大きな	オーキナ	オオキナ	大きな	連体詞	*	*	*	*	*	2	-22	O	O
力	チカラ	チカラ	力	名詞	普通名詞	一般	*	*	*	2	-21	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-20	O	O
差	サ	サ	差	名詞	普通名詞	一般	*	*	*	2	-19	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	-18	O	O
背景	ハイケー	ハイケイ	背景	名詞	普通名詞	一般	*	*	*	2	-17	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	2	-16	O	O
する	スル	スル	為る	動詞	非自立可能	*	*	サ行変格	連体形-一般	2	-15	O	O
双方	ソーホー	ソウホウ	双方	名詞	普通名詞	副詞可能	*	*	*	2	-14	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-13	O	O
不	フ	フ	不	接頭辞	*	*	*	*	*	2	-12	O	O
平等	ビョードー	ビョウドウ	平等	名詞	普通名詞	形状詞可能	*	*	*	2	-11	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	2	-10	O	O
関係	カンケー	カンケイ	関係	名詞	普通名詞	サ変可能	*	*	*	2	-9	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	-8	O	O
中	ナカ	ナカ	中	名詞	普通名詞	副詞可能	*	*	*	2	-7	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	2	-6	O	O
、	*	*	、	補助記号	読点	*	*	*	*	2	-5	O	O
日韓	ニッカン	ニッカン	日韓	名詞	普通名詞	一般	*	*	*	2	-4	O	O
併合	ヘーゴー	ヘイゴウ	併合	名詞	普通名詞	サ変可能	*	*	*	2	-3	O	O
条約	ジョーヤク	ジョウヤク	条約	名詞	普通名詞	一般	*	*	*	2	-2	O	O
および	オヨビ	オヨビ	及び	接続詞	*	*	*	*	*	2	-1	O	O
それ	ソレ	ソレ	其れ	代名詞	*	*	*	*	*	2	0	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	2	1	B-F	B-F
先立つ	サキダツ	サキダツ	先立つ	動詞	一般	*	*	五段-タ行	連体形-一般	2	2	I-F	I-F
いく	イク	イク	幾	名詞	数詞	*	*	*	*	2	3	O	O
つ	ツ	ツ	つ	接尾辞	名詞的	助数詞	*	*	*	2	4	O	O
か	カ	カ	か	助詞	副助詞	*	*	*	*	2	5	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	6	O	O
条約	ジョーヤク	ジョウヤク	条約	名詞	普通名詞	一般	*	*	*	2	7	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	8	O	O
締結	テーケツ	テイケツ	締結	名詞	普通名詞	サ変可能	*	*	*	2	9	O	O
さ	サ	スル	為る	動詞	非自立可能	*	*	サ行変格	未然形-サ	2	10	O	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	2	11	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	2	12	O	O
。	*	*	。	補助記号	句点	*	*	*	*	2	13	O	O

千	セン	セン	千	名詞	数詞	*	*	*	*	4	-31	O	O
九十	キュージュー	キュウジュウ	九十	名詞	数詞	*	*	*	*	4	-30	O	O
一	イチ	イチ	一	名詞	数詞	*	*	*	*	4	-29	O	O
項目	コーモク	コウモク	項目	名詞	普通名詞	一般	*	*	*	4	-28	O	O
—	*	*	—	補助記号	一般	*	*	*	*	4	-27	O	O
—	*	*	—	補助記号	一般	*	*	*	*	4	-26	O	O
政府	セーフ	セイフ	政府	名詞	普通名詞	一般	*	*	*	4	-25	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	4	-24	O	O
三十	サンジュー	サンジュウ	三十	名詞	数詞	*	*	*	*	4	-23	O	O
一	イチ	イチ	一	名詞	数詞	*	*	*	*	4	-22	O	O
日	ニチ	ニチ	日	名詞	普通名詞	助数詞可能	*	*	*	4	-21	O	O
決定	ケッテー	ケッテイ	決定	名詞	普通名詞	サ変可能	*	*	*	4	-20	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	4	-19	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	4	-18	O	O
規制	キセー	キセイ	規制	名詞	普通名詞	サ変可能	*	*	*	4	-17	O	O
緩和	カンワ	カンワ	緩和	名詞	普通名詞	サ変可能	*	*	*	4	-16	O	O
推進	スイシン	スイシン	推進	名詞	普通名詞	サ変可能	*	*	*	4	-15	O	O
五	ゴ	ゴ	五	名詞	数詞	*	*	*	*	4	-14	O	O
カ年	カネン	カネン	箇年	名詞	普通名詞	助数詞可能	*	*	*	4	-13	O	O
計画	ケーカク	ケイカク	計画	名詞	普通名詞	サ変可能	*	*	*	4	-12	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	4	-11	O	O
盛ら	モラ	モル	盛る	動詞	一般	*	*	五段-ラ行	未然形-一般	4	-10	O	O
れ	レ	レル	れる	助動詞	*	*	*	助動詞-レル	連用形-一般	4	-9	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	4	-8	O	O
項目	コーモク	コウモク	項目	名詞	普通名詞	一般	*	*	*	4	-7	O	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	4	-6	O	O
多い	オーイ	オオイ	多い	形容詞	一般	*	*	形容詞	終止形-一般	4	-5	O	O
が	ガ	ガ	が	助詞	接続助詞	*	*	*	*	4	-4	O	O
、	*	*	、	補助記号	読点	*	*	*	*	4	-3	O	O
既に	スデニ	スデニ	既に	副詞	*	*	*	*	*	4	-2	O	O
昨年	サクネン	サクネン	昨年	名詞	普通名詞	副詞可能	*	*	*	4	-1	O	O
末	マツ	マツ	末	接尾辞	名詞的	副詞可能	*	*	*	4	0	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	4	1	B-C	B-C
決まっ	キマッ	キマル	決まる	動詞	一般	*	*	五段-ラ行	連用形-促音便	4	2	I-C	I-C
て	テ	テ	て	助詞	接続助詞	*	*	*	*	4	3	I-C	I-C
い	イ	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連用形-一般	4	4	I-C	I-C
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	4	5	O	O
石油	セキユ	セキユ	石油	名詞	普通名詞	一般	*	*	*	4	6	O	O
製品	セーヒン	セイヒン	製品	名詞	普通名詞	一般	*	*	*	4	7	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	4	8	O	O
輸入	ユニュー	ユニュウ	輸入	名詞	普通名詞	サ変可能	*	*	*	4	9	O	O
自由	ジユー	ジユウ	自由	名詞	普通名詞	形状詞可能	*	*	*	4	10	O	O
化	カ	カ	化	接尾辞	名詞的	サ変可能	*	*	*	4	11	O	O
など	ナド	ナド	など	助詞	副助詞	*	*	*	*	4	12	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	4	13	O	O
除く	ノゾク	ノゾク	除く	動詞	一般	*	*	五段-カ行	終止形-一般	4	14	O	O
と	ト	ト	と	助詞	接続助詞	*	*	*	*	4	15	O	O
“	*	*	“	補助記号	括弧開	*	*	*	*	4	16	O	O
ささやか	ササヤカ	ササヤカ	細やか	形状詞	一般	*	*	*	*	4	17	O	O
”	*	*	”	補助記号	括弧閉	*	*	*	*	4	18	O	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	4	19	O	O
計画	ケーカク	ケイカク	計画	名詞	普通名詞	サ変可能	*	*	*	4	20	O	O
。	*	*	。	補助記号	句点	*	*	*	*	4	21	O	O

例えば	タトエバ	タトエバ	例えば	副詞	*	*	*	*	*	3	-10	O	O
ＮＰＴ	エヌピーティー	エヌピーティー	ＮＰＴ	名詞	普通名詞	一般	*	*	*	3	-9	O	O
無	ム	ム	無	接頭辞	*	*	*	*	*	3	-8	O	O
期限	キゲン	キゲン	期限	名詞	普通名詞	一般	*	*	*	3	-7	O	O
延長	エンチョー	エンチョウ	延長	名詞	普通名詞	サ変可能	*	*	*	3	-6	O	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	3	-5	O	O
駆けずり	カケズリ	カケズル	駆けずる	動詞	一般	*	*	五段-ラ行	連用形-一般	3	-4	O	O
回っ	マワッ	マワル	回る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	3	-3	O	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	3	-2	O	O
同じ	オナジ	オナジ	同じ	連体詞	*	*	*	*	*	3	-1	O	O
熱意	ネツイ	ネツイ	熱意	名詞	普通名詞	一般	*	*	*	3	0	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	3	1	B-M	B-M
もっ	モッ	モツ	持つ	動詞	一般	*	*	五段-タ行	連用形-促音便	3	2	I-M	I-M
て	テ	テ	て	助詞	接続助詞	*	*	*	*	3	3	I-M	I-M
、	*	*	、	補助記号	読点	*	*	*	*	3	4	O	O
核	カク	カク	核	名詞	普通名詞	一般	*	*	*	3	5	O	O
実験	ジッケン	ジッケン	実験	名詞	普通名詞	サ変可能	*	*	*	3	6	O	O
全面	ゼンメン	ゼンメン	全面	名詞	普通名詞	一般	*	*	*	3	7	O	O
禁止	キンシ	キンシ	禁止	名詞	普通名詞	サ変可能	*	*	*	3	8	O	O
条約	ジョーヤク	ジョウヤク	条約	名詞	普通名詞	一般	*	*	*	3	9	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	3	10	O	O
早期	ソーキ	ソウキ	早期	名詞	普通名詞	一般	*	*	*	3	11	O	O
実現	ジツゲン	ジツゲン	実現	名詞	普通名詞	サ変可能	*	*	*	3	12	O	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	3	13	O	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	3	14	O	O
真剣	シンケン	シンケン	真剣	名詞	普通名詞	形状詞可能	*	*	*	3	15	O	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	3	16	O	O
取り組む	トリクム	トリクム	取り組む	動詞	一般	*	*	五段-マ行	終止形-一般	3	17	O	O
べき	ベキ	ベシ	べし	助動詞	*	*	*	文語助動詞-ベシ	連体形-一般	3	18	O	O
だ	ダ	ダ	だ	助動詞	*	*	*	助動詞-ダ	終止形-一般	3	19	O	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	3	20	O	O
思う	オモウ	オモウ	思う	動詞	一般	*	*	五段-ワア行	終止形-一般	3	21	O	O
。	*	*	。	補助記号	句点	*	*	*	*	3	22	O	O

ところ	トコロ	トコロ	所	名詞	普通名詞	副詞可能	*	*	*	2	1	B-A	B-A
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	2	I-A	I-A
、	*	*	、	補助記号	読点	*	*	*	*	2	3	O	O
イラク	イラク	イラク	イラク-Iraq	名詞	固有名詞	地名	国	*	*	2	4	O	O
や	ヤ	ヤ	や	助詞	副助詞	*	*	*	*	2	5	O	O
朝鮮	チョーセン	チョウセン	朝鮮	名詞	固有名詞	地名	国	*	*	2	6	O	O
民主	ミンシュ	ミンシュ	民主	名詞	普通名詞	一般	*	*	*	2	7	O	O
主義	シュギ	シュギ	主義	名詞	普通名詞	一般	*	*	*	2	8	O	O
人民	ジンミン	ジンミン	人民	名詞	普通名詞	一般	*	*	*	2	9	O	O
共和	キョーワ	キョウワ	共和	名詞	普通名詞	一般	*	*	*	2	10	O	O
国	コク	コク	国	接尾辞	名詞的	一般	*	*	*	2	11	O	O
（	*	*	（	補助記号	括弧開	*	*	*	*	2	12	O	O
北朝鮮	キタチョーセン	キタチョウセン	北朝鮮	名詞	固有名詞	地名	国	*	*	2	13	O	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	2	14	O	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	2	15	O	O
核	カク	カク	核	名詞	普通名詞	一般	*	*	*	2	16	O	O
開発	カイハツ	カイハツ	開発	名詞	普通名詞	サ変可能	*	*	*	2	17	O	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	2	18	O	O
めぐる	メグル	メグル	巡る	動詞	一般	*	*	五段-ラ行	連体形-一般	2	19	O	O
疑惑	ギワク	ギワク	疑惑	名詞	普通名詞	一般	*	*	*	2	20	O	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	2	21	O	O
発覚	ハッカク	ハッカク	発覚	名詞	普通名詞	サ変可能	*	*	*	2	22	O	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	2	23	O	O
